function,dim,variant,seed,err,nfe,feeds,c1_acc,c2_acc
F32022,10,EAO+M1a,1012,2.2737367544323206e-13,14970,0,27,2390
F32022,10,EAO+M1a,1013,3.410605131648481e-13,14970,0,38,2042
F32022,10,EAO+M1a,1014,2.2737367544323206e-13,14970,0,36,2571
F32022,10,EAO+M1a,1015,3.410605131648481e-13,14970,0,39,1918
F32022,10,EAO+M1a,1016,4.547473508864641e-13,14970,0,29,2638
F32022,10,EAO+M1a,1017,2.2737367544323206e-13,14970,0,50,2672
F32022,10,EAO+M1a,1018,1.1368683772161603e-13,14970,0,30,2328
F32022,10,EAO+M1a,1019,2.2737367544323206e-13,14970,0,32,2725
F32022,10,EAO+M1a,1020,4.547473508864641e-13,14970,0,38,3128
F32022,10,EAO+M1a,1021,2.2737367544323206e-13,14970,0,32,2831
F32022,10,EAO+M1a,1022,7.958078640513122e-13,14970,0,31,3189
F32022,10,EAO+M1a,1023,1.1368683772161603e-12,14970,0,34,2336
F32022,10,EAO+M1a,1024,2.2737367544323206e-13,14970,0,39,2163
F32022,10,EAO+M1a,1025,3.410605131648481e-13,14970,0,52,2290
F32022,10,EAO+M1a,1026,1.1368683772161603e-13,14970,0,36,1802
F32022,10,EAO+M1a,1027,2.2737367544323206e-13,14970,0,31,3453
