alg,seed,mass,viol,nfe,x
WOA_deb,2049,0.36353549218080555,0.0,15030,"[np.float64(8.008032), np.float64(3.0), np.float64(6.527159), np.float64(20.0), np.float64(65.17285), np.float64(40.0), np.float64(0.314845)]"
WOA_deb,2050,0.32348198225888913,0.0,15030,"[np.float64(6.732173), np.float64(3.0), np.float64(2.0), np.float64(59.785835), np.float64(65.20625), np.float64(40.0), np.float64(0.396187)]"
WOA_deb,2051,0.4078127613609186,0.0,15030,"[np.float64(6.292819), np.float64(6.679614), np.float64(5.54925), np.float64(32.437589), np.float64(34.403652), np.float64(40.0), np.float64(0.431542)]"
WOA_deb,2052,0.3876518655043809,0.0,15030,"[np.float64(9.44997), np.float64(3.206388), np.float64(2.372381), np.float64(20.0), np.float64(62.568155), np.float64(40.0), np.float64(0.3)]"
WOA_deb,2053,0.34145312722159776,0.0,15030,"[np.float64(6.623595), np.float64(3.0), np.float64(4.683921), np.float64(42.938207), np.float64(66.988706), np.float64(40.0), np.float64(0.655532)]"
WOA_deb,2054,0.3695521099110936,0.0,15030,"[np.float64(3.36447), np.float64(5.872621), np.float64(4.252317), np.float64(71.943568), np.float64(66.833426), np.float64(41.657172), np.float64(0.480155)]"
WOA_deb,2055,0.3400941776812525,0.0,15030,"[np.float64(4.078719), np.float64(5.800932), np.float64(2.450797), np.float64(75.686693), np.float64(58.329206), np.float64(40.0), np.float64(0.769812)]"
SCA_deb,2026,0.2725247520921967,0.0,15030,"[np.float64(4.787936), np.float64(3.0), np.float64(2.0), np.float64(78.61899), np.float64(60.630536), np.float64(40.0), np.float64(0.3)]"
SCA_deb,2027,0.2699687259347071,0.0,15030,"[np.float64(4.558947), np.float64(3.0), np.float64(2.0), np.float64(79.419337), np.float64(64.788804), np.float64(40.0), np.float64(0.8)]"
SCA_deb,2028,0.2695719687574771,0.0,15030,"[np.float64(4.588438), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(63.681673), np.float64(40.0), np.float64(0.376086)]"
SCA_deb,2029,0.27084338018378484,0.0,15030,"[np.float64(4.485315), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(69.976322), np.float64(40.0), np.float64(0.3)]"
SCA_deb,2030,0.2767648302548601,0.0,15030,"[np.float64(4.601738), np.float64(3.0), np.float64(2.132851), np.float64(72.527347), np.float64(75.365537), np.float64(40.0), np.float64(0.8)]"
SCA_deb,2031,0.27712144584624776,0.0,15030,"[np.float64(4.960856), np.float64(3.0), np.float64(2.0), np.float64(75.320758), np.float64(62.151402), np.float64(40.0), np.float64(0.3)]"
SCA_deb,2032,0.27437289034706885,0.0,15030,"[np.float64(4.898773), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(57.451062), np.float64(40.0), np.float64(0.412482)]"
SCA_deb,2033,0.2759007222862227,0.0,15030,"[np.float64(4.420899), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(80.0), np.float64(40.0), np.float64(0.3)]"
SCA_deb,2034,0.27651806296996745,0.0,15030,"[np.float64(4.449064), np.float64(3.118485), np.float64(2.085596), np.float64(76.717868), np.float64(75.090218), np.float64(40.0), np.float64(0.3)]"
SCA_deb,2035,0.27707131432270354,0.0,15030,"[np.float64(4.856739), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(63.166465), np.float64(40.0), np.float64(0.307235)]"
SCA_deb,2036,0.2808870160278681,0.0,15030,"[np.float64(4.564089), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(80.0), np.float64(40.0), np.float64(0.670082)]"
SCA_deb,2037,0.2756958290984745,0.0,15030,"[np.float64(4.419507), np.float64(3.0), np.float64(2.0), np.float64(78.440949), np.float64(80.0), np.float64(40.0), np.float64(0.8)]"
SCA_deb,2038,0.2707203179933877,0.0,15030,"[np.float64(4.576594), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(65.404171), np.float64(40.0), np.float64(0.518577)]"
SCA_deb,2039,0.2789484301765253,0.0,15030,"[np.float64(4.452616), np.float64(3.27762), np.float64(2.604437), np.float64(80.0), np.float64(56.815908), np.float64(40.0), np.float64(0.3)]"
SCA_deb,2040,0.27763182696699285,0.0,15030,"[np.float64(4.476239), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(80.0), np.float64(40.0), np.float64(0.341867)]"
SCA_deb,2041,0.2760570608647049,0.0,15030,"[np.float64(4.578647), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(72.460953), np.float64(40.0), np.float64(0.659493)]"
SCA_deb,2042,0.2748286526260922,0.0,15030,"[np.float64(4.505804), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(70.359085), np.float64(40.352491), np.float64(0.8)]"
SCA_deb,2043,0.2775460651249916,0.0,15030,"[np.float64(4.476073), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(80.0), np.float64(40.0), np.float64(0.3)]"
SCA_deb,2044,0.270212313616738,0.0,15030,"[np.float64(4.643484), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(61.377561), np.float64(40.0), np.float64(0.7348)]"
SCA_deb,2045,0.26824715379655106,0.0,15030,"[np.float64(4.636775), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(59.868904), np.float64(40.0), np.float64(0.371551)]"
SCA_deb,2046,0.2747534577321297,0.0,15030,"[np.float64(4.364621), np.float64(3.0), np.float64(2.670445), np.float64(80.0), np.float64(62.1712), np.float64(40.0), np.float64(0.677941)]"
SCA_deb,2047,0.27071716164417503,0.0,15030,"[np.float64(4.691309), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(61.069081), np.float64(40.0), np.float64(0.356411)]"
SCA_deb,2048,0.2773021592873831,0.0,15030,"[np.float64(4.586081), np.float64(3.105635), np.float64(2.0), np.float64(75.756755), np.float64(73.07957), np.float64(40.0), np.float64(0.722401)]"
SCA_deb,2049,0.275888820894399,0.0,15030,"[np.float64(4.557691), np.float64(3.0), np.float64(2.0), np.float64(73.833196), np.float64(80.0), np.float64(40.0), np.float64(0.479335)]"
SCA_deb,2050,0.2701073534008875,0.0,15030,"[np.float64(4.639809), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(62.494135), np.float64(40.0), np.float64(0.3)]"
SCA_deb,2051,0.2726538775608861,0.0,15030,"[np.float64(4.622115), np.float64(3.0), np.float64(2.484732), np.float64(80.0), np.float64(55.577426), np.float64(40.0), np.float64(0.3)]"
SCA_deb,2052,0.27666555758196737,0.0,15030,"[np.float64(5.012902), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(54.963281), np.float64(40.0), np.float64(0.8)]"
SCA_deb,2053,0.2776137484928105,0.0,15030,"[np.float64(4.46987), np.float64(3.095729), np.float64(3.113961), np.float64(80.0), np.float64(51.517677), np.float64(40.030571), np.float64(0.390029)]"
SCA_deb,2054,0.27833090930152254,0.0,15030,"[np.float64(4.488862), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(80.0), np.float64(40.039283), np.float64(0.383695)]"
SCA_deb,2055,0.2714750682115164,0.0,15030,"[np.float64(4.703745), np.float64(3.0), np.float64(2.0), np.float64(80.0), np.float64(61.61462), np.float64(40.0), np.float64(0.352142)]"
HHO_deb,2026,0.30743589375651603,0.0,15030,"[np.float64(5.27515), np.float64(3.830866), np.float64(2.002109), np.float64(71.296584), np.float64(59.032345), np.float64(40.004302), np.float64(0.551783)]"
HHO_deb,2027,0.3964908658120813,0.0,15030,"[np.float64(4.761953), np.float64(7.88401), np.float64(2.726321), np.float64(66.423129), np.float64(29.698655), np.float64(40.0), np.float64(0.364711)]"
HHO_deb,2028,0.4035750625610985,0.0,15029,"[np.float64(6.162737), np.float64(6.643327), np.float64(4.430667), np.float64(50.62843), np.float64(27.855476), np.float64(40.0), np.float64(0.343553)]"
HHO_deb,2029,0.3407982446285403,0.0,15030,"[np.float64(3.776194), np.float64(6.468282), np.float64(5.052572), np.float64(73.376726), np.float64(23.239006), np.float64(40.188603), np.float64(0.3)]"
HHO_deb,2030,0.40873784472258373,0.0,15029,"[np.float64(6.684192), np.float64(6.654404), np.float64(3.853657), np.float64(29.491371), np.float64(33.278389), np.float64(40.001947), np.float64(0.411572)]"
HHO_deb,2031,0.3522736796977923,0.0,15030,"[np.float64(5.211216), np.float64(5.458759), np.float64(2.0), np.float64(65.774602), np.float64(61.980053), np.float64(40.031104), np.float64(0.547553)]"
HHO_deb,2032,0.4097032003310469,0.0,15029,"[np.float64(7.55615), np.float64(5.707654), np.float64(5.905538), np.float64(23.377036), np.float64(32.798373), np.float64(40.007545), np.float64(0.616682)]"
HHO_deb,2033,0.408461260894164,0.0,15029,"[np.float64(5.727004), np.float64(5.737398), np.float64(4.211198), np.float64(72.482193), np.float64(26.232547), np.float64(44.141914), np.float64(0.409924)]"
HHO_deb,2034,0.322918969747738,0.0,15029,"[np.float64(4.333554), np.float64(3.058498), np.float64(3.974422), np.float64(74.513751), np.float64(54.837285), np.float64(46.301882), np.float64(0.3)]"
HHO_deb,2035,0.29598078093497543,0.0,15029,"[np.float64(3.264023), np.float64(3.000382), np.float64(6.540541), np.float64(75.369164), np.float64(57.235058), np.float64(40.003094), np.float64(0.300457)]"
HHO_deb,2036,0.3581414507752607,0.0,15030,"[np.float64(6.639597), np.float64(4.462095), np.float64(2.000855), np.float64(49.166206), np.float64(68.756918), np.float64(40.002898), np.float64(0.459214)]"
HHO_deb,2037,0.3865954018934332,0.0,15029,"[np.float64(5.996422), np.float64(5.81825), np.float64(6.001084), np.float64(60.7774), np.float64(25.270497), np.float64(40.0), np.float64(0.341406)]"
HHO_deb,2038,0.2804937091476156,0.0,15030,"[np.float64(3.0), np.float64(3.003005), np.float64(7.959642), np.float64(79.831529), np.float64(40.341778), np.float64(40.005003), np.float64(0.721116)]"
HHO_deb,2039,0.36572522683601955,0.0,15029,"[np.float64(8.063639), np.float64(3.694842), np.float64(2.806557), np.float64(24.730627), np.float64(57.386513), np.float64(40.0), np.float64(0.5332)]"
HHO_deb,2040,0.35529570108646263,0.0,15030,"[np.float64(4.716093), np.float64(6.048189), np.float64(6.393169), np.float64(68.355314), np.float64(20.008047), np.float64(40.0), np.float64(0.44434)]"
HHO_deb,2041,0.3524974575952174,0.0,15029,"[np.float64(6.901743), np.float64(3.009615), np.float64(3.906412), np.float64(63.809316), np.float64(56.937133), np.float64(40.000048), np.float64(0.32029)]"
HHO_deb,2042,0.3537864977220383,0.0,15029,"[np.float64(6.073045), np.float64(3.395999), np.float64(2.206244), np.float64(68.980005), np.float64(57.419672), np.float64(44.605102), np.float64(0.686582)]"
HHO_deb,2043,0.37012325021616416,0.0,15029,"[np.float64(6.77739), np.float64(4.93046), np.float64(3.165698), np.float64(36.432014), np.float64(49.038191), np.float64(40.006141), np.float64(0.438214)]"
HHO_deb,2044,0.39310844672690387,0.0,15030,"[np.float64(6.880999), np.float64(5.124444), np.float64(4.380213), np.float64(49.641194), np.float64(43.225012), np.float64(40.0), np.float64(0.332127)]"
HHO_deb,2045,0.39649099323601483,0.0,15029,"[np.float64(6.60884), np.float64(6.118249), np.float64(4.820189), np.float64(29.932245), np.float64(35.596699), np.float64(40.002485), np.float64(0.384348)]"
HHO_deb,2046,0.38311417247664425,0.0,15029,"[np.float64(7.056236), np.float64(3.167323), np.float64(4.889545), np.float64(31.467863), np.float64(53.583978), np.float64(45.663764), np.float64(0.340425)]"
HHO_deb,2047,0.4039380064326101,0.0,15030,"[np.float64(6.412049), np.float64(6.575293), np.float64(5.781913), np.float64(44.442155), np.float64(20.0), np.float64(40.0), np.float64(0.300997)]"
HHO_deb,2048,0.391614409717646,0.0,15029,"[np.float64(6.76232), np.float64(5.903707), np.float64(3.299631), np.float64(32.85584), np.float64(39.395673), np.float64(40.0), np.float64(0.43886)]"
HHO_deb,2049,0.4278843585290077,0.0,15029,"[np.float64(6.208906), np.float64(7.824799), np.float64(3.958937), np.float64(34.749743), np.float64(25.20403), np.float64(40.003732), np.float64(0.372684)]"
HHO_deb,2050,0.28726592532364026,0.0,15029,"[np.float64(5.271057), np.float64(3.001647), np.float64(2.00015), np.float64(67.034364), np.float64(70.102193), np.float64(40.0), np.float64(0.614452)]"
HHO_deb,2051,0.4557927938201392,0.0,15030,"[np.float64(6.529354), np.float64(8.458236), np.float64(3.738617), np.float64(27.179642), np.float64(36.901066), np.float64(40.000129), np.float64(0.446343)]"
HHO_deb,2052,0.38826671404671875,0.0,15029,"[np.float64(9.133816), np.float64(3.029762), np.float64(2.0), np.float64(54.577221), np.float64(56.264922), np.float64(40.004222), np.float64(0.300942)]"
HHO_deb,2053,0.3444759322906446,0.0,15029,"[np.float64(6.69506), np.float64(3.002947), np.float64(5.130063), np.float64(42.313658), np.float64(63.486673), np.float64(40.003447), np.float64(0.50263)]"
HHO_deb,2054,0.3600593633061587,0.0,15029,"[np.float64(3.622772), np.float64(5.727532), np.float64(4.117592), np.float64(70.580039), np.float64(64.533236), np.float64(40.836289), np.float64(0.45388)]"
HHO_deb,2055,0.35666559881817195,0.0,15029,"[np.float64(4.132567), np.float64(5.153213), np.float64(2.327616), np.float64(75.308513), np.float64(48.407191), np.float64(46.097016), np.float64(0.655576)]"
