t,AF,S,fed,variant
429,0.9969092550536581,0.0003100327267174876,0,EAO+M1
430,0.9982227023734408,0.00017804620375126047,0,EAO+M1
431,0.9986387393670149,0.00013631161893919296,0,EAO+M1
432,0.9988678775877304,0.00011334055661131491,0,EAO+M1
433,0.9989074528584561,0.00010937421063557735,0,EAO+M1
434,0.9989547854025069,0.0001046308214111918,0,EAO+M1
435,0.998492589951353,0.00015096857641380945,0,EAO+M1
436,0.9979772407459042,0.00020268591021013255,0,EAO+M1
437,0.9951875165214455,0.00048357554718691685,0,EAO+M1
438,0.990979448123592,0.0009102662919486715,0,EAO+M1
439,0.9896446372504131,0.0010463718348798189,0,EAO+M1
440,0.9891549913783367,0.0010963912345578171,0,EAO+M1
441,0.9913417892972394,0.0008733830043519483,0,EAO+M1
442,0.9951162954330124,0.0004907672188065716,0,EAO+M1
443,0.9957394964945779,0.00042787330626342006,0,EAO+M1
444,0.9977124984999682,0.00022927461603126567,0,EAO+M1
445,0.9981359535053868,0.00018675276529884425,0,EAO+M1
446,0.9984528309687174,0.00015495664725407888,0,EAO+M1
447,0.9968103108957115,0.00031998957769831726,0,EAO+M1
448,0.9926260485296509,0.0007428730569051621,0,EAO+M1
449,0.9916635490837112,0.0008406531553964669,0,EAO+M1
450,0.9942804106246986,0.0005752491263211961,0,EAO+M1
451,0.9953424651689937,0.0004679328968663557,0,EAO+M1
452,0.9958018464969628,0.0004215852298130899,0,EAO+M1
453,0.99482746921627,0.0005199424969442118,0,EAO+M1
454,0.9956027085378064,0.00044167130367209277,0,EAO+M1
455,0.9966943957695448,0.0003316567489980724,0,EAO+M1
456,0.9969605305474575,0.00030487359924605045,0,EAO+M1
457,0.9975457525155926,0.00024602856342360776,0,EAO+M1
458,0.9978398758859771,0.00021648003514641284,0,EAO+M1
459,0.9981842632719132,0.00018190396251439804,0,EAO+M1
460,0.997928143397928,0.00020761581039465866,0,EAO+M1
