function,dim,variant,seed,err
F42022,10,EAO,1015,55.723021250092415
F42022,10,EAO,1016,37.48288142444528
F42022,10,EAO,1017,24.13741325166211
F42022,10,EAO,1018,47.010202053510284
F42022,10,EAO,1019,29.57285048205597
F42022,10,EAO,1020,35.57560074045034
F42022,10,EAO,1021,27.68016986153077
F42022,10,EAO,1022,40.10252933299694
F42022,10,EAO,1023,48.62666564185713
F42022,10,EAO,1024,44.33739500328397
F42022,10,EAO,1025,54.881779196672824
F42022,10,EAO,1026,38.36234421605582
F42022,10,EAO,1027,55.41614306363522
F42022,10,EAO,1028,23.267597968500695
F42022,10,EAO,1029,46.0023355464258
F42022,10,RS-EAO(centroid),1000,59.55208931976267
F42022,10,RS-EAO(centroid),1001,45.766027232595206
F42022,10,RS-EAO(centroid),1002,61.33575696933656
F42022,10,RS-EAO(centroid),1003,37.62298601316911
F42022,10,RS-EAO(centroid),1004,30.147177619248737
F42022,10,RS-EAO(centroid),1005,46.16540017861007
F42022,10,RS-EAO(centroid),1006,46.764776402298594
F42022,10,RS-EAO(centroid),1007,18.08677455216116
F42022,10,RS-EAO(centroid),1008,51.501651676620895
F42022,10,RS-EAO(centroid),1009,32.16010853279704
F42022,10,RS-EAO(centroid),1010,46.91005391230169
F42022,10,RS-EAO(centroid),1011,55.23562658085393
F42022,10,RS-EAO(centroid),1012,52.132640541551154
F42022,10,RS-EAO(centroid),1013,47.12190824289496
F42022,10,RS-EAO(centroid),1014,52.57799487906232
F42022,10,RS-EAO(centroid),1015,47.75654654708251
F42022,10,RS-EAO(centroid),1016,48.0
F42022,10,RS-EAO(centroid),1017,32.87624165940372
F42022,10,RS-EAO(centroid),1018,52.98599815122395
F42022,10,RS-EAO(centroid),1019,44.89177654576156
F42022,10,RS-EAO(centroid),1020,42.97930589472128
F42022,10,RS-EAO(centroid),1021,26.0
F42022,10,RS-EAO(centroid),1022,26.518677252961197
F42022,10,RS-EAO(centroid),1023,50.36857909047387
F42022,10,RS-EAO(centroid),1024,40.130426556520206
F42022,10,RS-EAO(centroid),1025,51.06518486104221
F42022,10,RS-EAO(centroid),1026,50.03246096325893
F42022,10,RS-EAO(centroid),1027,38.0
F42022,10,RS-EAO(centroid),1028,39.702355725617736
F42022,10,RS-EAO(centroid),1029,43.280495275723524
F42022,10,RS-EAO(sched),1000,63.17783367951961
F42022,10,RS-EAO(sched),1001,54.66432185777728
F42022,10,RS-EAO(sched),1002,60.08511146084709
F42022,10,RS-EAO(sched),1003,35.79961763721792
