alg,fid,dim,seed,f,err,nfe
RUN,4,10,2040,844.0059801960892,44.00598019608924,15064
RUN,4,10,2041,824.000000738103,24.00000073810304,15052
RUN,4,10,2042,872.2157696712419,72.2157696712419,15063
RUN,4,10,2043,838.0,38.0,15082
RUN,4,10,2044,853.292792869498,53.292792869498044,15062
RUN,4,10,2045,834.905140929338,34.90514092933802,15052
RUN,4,10,2046,830.0357437345542,30.035743734554217,15052
RUN,4,10,2047,830.0000021058516,30.00000210585165,15082
RUN,4,10,2048,838.00021814738,38.00021814738,15064
RUN,4,10,2049,848.0053808508864,48.005380850886354,15038
RUN,4,10,2050,840.0028286835824,40.00282868358238,15073
RUN,4,10,2051,838.0052932141402,38.00529321414024,15040
RUN,4,10,2052,836.2857868949397,36.28578689493975,15088
RUN,4,10,2053,861.9890952148116,61.98909521481164,15076
RUN,4,10,2054,838.0000093674137,38.00000936741367,15074
RUN,4,10,2055,832.0150639393275,32.01506393932755,15071
RUN,6,10,2026,71490.02253801488,69690.02253801488,15072
RUN,6,10,2027,17753.88061481064,15953.880614810641,15056
RUN,6,10,2028,15301.536686239679,13501.536686239679,15039
RUN,6,10,2029,16080.628695601707,14280.628695601707,15046
RUN,6,10,2030,74668.43865320532,72868.43865320532,15044
RUN,6,10,2031,18929.514399704,17129.514399704,15046
RUN,6,10,2032,27556.705934329406,25756.705934329406,15054
RUN,6,10,2033,16232.558486619891,14432.558486619891,15054
RUN,6,10,2034,16182.795259221952,14382.795259221952,15077
RUN,6,10,2035,27314.9180530279,25514.9180530279,15053
RUN,6,10,2036,20518.449517343615,18718.449517343615,15058
RUN,6,10,2037,28234.16903789306,26434.16903789306,15078
RUN,6,10,2038,24791.05836749662,22991.05836749662,15052
RUN,6,10,2039,16459.485229490158,14659.485229490158,15036
RUN,6,10,2040,35534.087588063376,33734.087588063376,15086
RUN,6,10,2041,24975.22667406073,23175.22667406073,15060
RUN,6,10,2042,17829.216369262398,16029.216369262398,15047
RUN,6,10,2043,17305.41770549723,15505.417705497232,15075
RUN,6,10,2044,17201.095152193666,15401.095152193666,15067
RUN,6,10,2045,28203.295515534173,26403.295515534173,15063
RUN,6,10,2046,14920.228942530934,13120.228942530934,15040
RUN,6,10,2047,14707.46279181512,12907.46279181512,15036
RUN,6,10,2048,17448.54622500932,15648.546225009319,15057
RUN,6,10,2049,17963.826910445456,16163.826910445456,15034
RUN,6,10,2050,26153.45593489501,24353.45593489501,15061
RUN,6,10,2051,110583.11810081675,108783.11810081675,15065
RUN,6,10,2052,21467.385183305265,19667.385183305265,15060
